nom,prix,prix_original,categorie,marque,promotion,disponibilite,image_url,store_name
HAUT PARLEUR BLUETOOTH DK-105 AZATECK,749.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1387615-300x300.jpg,aswak_assalam
IMPRIMANTE 3 EN 1 PORT USB 2.0 MG2540S CANON,449.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1358207-300x300.jpg,aswak_assalam
IMPRIMANTE 3 EN 1 SANS FIL TS3140/3440 CANON,599.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1358208-300x300.jpg,aswak_assalam
IMPRIMANTE PIXMA MEGA TANK Wi-Fi 6 CARTOUCHES G540 SFP CANON,2499.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1452322-300x300.jpg,aswak_assalam
IMPRIMANTE WIFI DESKJET 2710 HP,499.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1368574-300x300.jpg,aswak_assalam
LED TV 32 POUCES HD RECEPTEUR INTEGRE 32-DT-03 KROHLER,1199.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1280136-300x300.jpg,aswak_assalam
MICRO CASQUE INTRA-AURICULAIRE FILAIRE STREAMING RAZER IFRIT,1199.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1457453-300x300.jpg,aswak_assalam
MINI CHAINE BLUETOOTH DK-104 AZATECK,799.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1387616-300x300.jpg,aswak_assalam
NEO QLED SMART 4K 55 POUCES QA55QN90CAUXMV  SAMSUNG,17990.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1442273-300x300.jpg,aswak_assalam
PC PORTABLE 14 POUCES I5 R465EP-BV214T-1135G7 8G 512G SSD W10 SILVER ASUS,6699.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1453114-300x300.jpg,aswak_assalam
PC PORTABLE 14 POUCES NOTEBOOK CELERON SMART 4G 64G ACCENT,2399.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1447921-300x300.jpg,aswak_assalam
PC PORTABLE 15.6 POUCES I5 HP250 8G 256G SSD W10 HP (SACOCHE GRATUITE),5199.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1436582-300x300.jpg,aswak_assalam
"PC PORTABLE CELERON 15,6″ 4G 256GO SSD W10 W2005 ACCENT (SACOCHE + SOURIS GRATUITES)",2499.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1359722-300x300.jpg,aswak_assalam
"PC PORTABLE I5 15,6? 8G 256GO SSD W10 W5000B1A ACCENT",3599.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1359723-300x300.jpg,aswak_assalam
POCHETTE NINTENDO SWITCH MARIO,299.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1457452-300x300.jpg,aswak_assalam
POCHETTE POUR PC PORTABLE 13.3 POUCES ROUGE BORDEAUX 7913 RIVACASE,239.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1449937-300x300.jpg,aswak_assalam
POWER BANK LI-POLYMER 2 PORTS 5600MAH ZATEC,119.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1342162-300x300.jpg,aswak_assalam
QLED TV SMART 4K 55 POUCES QA55Q60DAUXMV SAMSUNG,9990.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1454977-300x300.jpg,aswak_assalam
QLED TV SMART 4K FRAMELESS 55 POUCES 55SUE950 SKYWORTH,6390.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1439560-300x300.jpg,aswak_assalam
RECEPTEUR A800 AVEC CLE WIFI AZATECH,239.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1387604-300x300.jpg,aswak_assalam
RECEPTEUR HD A800 AZATECH,189.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1387603-300x300.jpg,aswak_assalam
RECEPTEUR SMART BOX X96 MINI 2G/16GB AZATECH,499.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1432975-300x300.jpg,aswak_assalam
RECEPTEUR SMARTBOX Z1 4G/32GB NOIR AZATECH (SUPPORT GRATUIT),599.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1387600-300x300.jpg,aswak_assalam
SAC A DOS POUR PC PORTABLE NOIR AVEC SOURIS SANS FIL 7563 RIVACASE,399.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1449934-300x300.jpg,aswak_assalam
SMART BOX Z1 LINK 2G/16GB ANDROID AZATECH,349.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1406954-300x300.jpg,aswak_assalam
"SMART BOX Z1, RAM 2GB, STOCKAGE 16GB, AZASAT",499.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1387599-300x300.jpg,aswak_assalam
SMART HOME CAMERA ZC-2307 ZATEC,349.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1450580-300x300.jpg,aswak_assalam
SMART TV 32 POUCES FULL HD TBKS-TM-02 KROHLER,1790.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1297616-300x300.jpg,aswak_assalam
SMART TV 32 POUCES HD AZ-32P19S AZATECH,1999.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1387594-300x300.jpg,aswak_assalam
SMART TV 32 POUCES HD UA32T5300AUXMV SAMSUNG,3599.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1347082-300x300.jpg,aswak_assalam
SMART TV 40 POUCES HD RECEPTEUR INTEGRE AZ-40P19S AZATECH,2999.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1387595-300x300.jpg,aswak_assalam
SMART TV 43 POUCES FULL HD TKS 43 KROHLER,3090.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1271904-300x300.jpg,aswak_assalam
SMART TV 50 POUCES 4K TKS-50-SM-02 KROHLER,4599.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1273473-300x300.jpg,aswak_assalam
SMART TV 55 POUCES UHD RECEPTEUR INTEGRE AZ-55H1 AZATECH,4999.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1387596-300x300.jpg,aswak_assalam
SMART TV 75 POUCES H1 UHD ANDROID 9 RECEPTEUR INTEGRE AZATECH,10490.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1400844-300x300.jpg,aswak_assalam
SMART TV LED 4K 43 POUCES UA43DU7000UXMV SAMSUNG,4690.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1455153-300x300.jpg,aswak_assalam
SMART TV LED 4K 58 POUCES 58S10 AZATECH,5299.0,,Multimedia,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1435299-300x300.jpg,aswak_assalam
